label,g__Turicibacter,g__Parabacteroides,g__[Ruminococcus],g__Sutterella,f__Peptostreptococcaceae_g__,g__Ruminococcus,g__Veillonella,g__Bacteroides,g__Eggerthella,g__Faecalibacterium,g__Coprococcus,f__Lachnospiraceae_g__,g__Neisseria,g__Haemophilus,g__Blautia,f__Enterobacteriaceae_g__,g__Klebsiella,g__Dorea,g__Dialister,g__Anaerostipes,g__Phascolarctobacterium,g__Staphylococcus,g__Actinomyces,f__Gemellaceae_g__,g__Akkermansia,g__Oscillospira,o__Lactobacillales_g__,g__Adlercreutzia,g__Odoribacter,f__Clostridiaceae_g__,g__Prevotella,g__Roseburia,g__Lachnospira,o__Clostridiales_g__,g__Granulicatella,f__Erysipelotrichaceae_g__,f__Ruminococcaceae_g__,g__Clostridium,g__Streptococcus,g__Aggregatibacter,g__Fusobacterium,g__Conchiformibius,g__Bifidobacterium,g__Collinsella,g__Holdemania,g__[Eubacterium],f__Rikenellaceae_g__,g__Bilophila
s870_CD,1,218,387,998,1,274,232,11658,1,5316,35,1691,1,140,54,965,3,98,1121,2,3,1,1,1,4,597,2,1,357,1,5,51,12,1650,1,142,3430,54,168,4,11,1,149,124,1,2,996,3
s871_CD,1,113,1033,2309,1,5,16,16429,5,1643,22,2773,1,1145,9,1014,1,85,2842,1,2,1,1,67,2,13,1,1,12,1,1,7,2,120,7,1098,303,2,10,34,4300,1,103,39,1,2,2,278
s872_CD,1,7,249,776,1,3,258,13396,2,4852,3,1856,1,558,7,48,2,78,3,1,1,1,1,2,3,183,2,1,215,1,2,2,7,428,1,24,88,126,23,12,56,1,6,1,1,3,4,2
s873_CD,1,1,1083,994,51,4,8,50,1,2,85,2580,1,1,2077,3285,16,409,2,1,1,2,1,1,1,3,295,2,1,4,1,129,2,1079,2,1240,38,1,374,1,1,1,8,1,1,149,1,1
s874_CD,5,33,61,426,5,6,1,2987,1,110,3,68,1,128,8,1939,9,2,189,1,1,1,1,17,1,23,1,1,6,76,4,9,9,43,1,45,33,1,14,1,50,1,3,6,1,6,120,52
s875_CD,19,4,1365,13,11,93,311,16135,14,1103,135,3114,1,230,43,1548,1,391,3,1,569,1,2,108,16,960,7,1,1,22,1,2,1,701,13,242,895,10,261,1,14,1,1,1,22,37,433,1
s876_CD,15,167,195,590,4,1,12,2438,1,494,8,135,6,158,26,392,1,16,1,1,22,12,1,2,1,1,23,1,1,1,1,5,1,11,22,140,110,1,42,1,9,8,1,1,1,3,9,2
s877_no,1,954,272,4876,183,146,76,13913,1,5084,29,2150,6,336,55,17,1,86,1,3,4,1,21,9,2,1221,1,1,28,30,1,192,16,433,11,70,914,21,127,16,55,1,4,1,1,4,58,1
s878_CD,1,4,165,6,1,3,16,4019,1,229,1,46,2,367,4,3790,22,6,2,1,1,1,7,68,1,5,1,1,1,1,1,1,1,10,1,66,34,1,7,21,114,313,1,3,1,1,1,6
s879_CD,1,1420,409,3492,1,4,260,15186,1,514,17,1752,1,411,8,3749,1,132,587,1,381,1,5,1,1,826,1,1,548,1,1,20,1,237,3,42,468,1,23,1,200,1,12,22,4,1,430,133
s880_CD,1,1,1,113,1,1,4,441,1,1,1,4,1,31,2,7623,1,3,3,1,1,1,3,1,1,1,4,1,1,3,1,1,1,2,2,1,2,4,5,3,1,1,1,1,1,1,1,1
s881_CD,1,161,158,613,1,7,3,3648,1,295,4,315,1,14,2,2129,2,8,193,1,6,1,1,1,1,39,1,1,1,1,16,2,1,25,1,26,56,1,3,4,27,1,2,9,1,1,3,8
s882_CD,1,94,175,39,3,2,13,6489,10,726,5,361,1,18,2,667,1,78,1,1,2,1,1,1,1,1,1,1,1,2,10,1,1,34,1,29,132,1,1,1,560,64,4,1,4,11,1,196
s883_no,5,41,231,10,10,1,1,2031,1,40,4,141,1,25,5,2269,1,394,1,1,2,1,5,1,1,2,1,1,6,117,1,1,1,87,10,53,14,1,9,1,2,1,1,4,1,1,2,1
s884_no,9,8,121,175,251,1,21,6220,1,398,9,155,1,1325,2,513,1,2,9,1,6,1,4,2,1,6,1,1,1,43,1,1,2,25,3,4,18,1,35,9,236,4,13,1,1,1,10,37
s885_no,1,48,196,2,23,1,4,3658,3,539,32,211,1,6,1,3021,1,13,27,1,1,34,1,1,1,1,1,1,1,8,1,8,1,29,5,41,34,1,4,1,306,3,3,1,1,6,10,1
s886_no,1,906,5094,52,5,35,3,16557,7,1818,251,1346,1,575,66,1342,2,1482,1,1,1,4,1,1,1,17,1,1,1,285,2,3763,6,272,5,749,351,1,21,2,2,5,17,123,77,212,3,2
s887_CD,1,2,23,3,1,1,2,416,1,34,1,14,1,2,3,12011,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,11,1,8,1,15,2,1,9,1,1,1,4,1,1,1,9,1
s888_CD,1,139,61,1,1,1,86,4549,6,1895,1,511,1,5,2,9827,1,1,148,1,1,2,2,1,1,2,1,1,1,1,2,1,1,6,1,9,183,1,14,26,459,97,1,3,1,1,11,342
s889_CD,1,3,1003,3,1,2,5494,11,1,2,2,3485,1,358,1,11852,33,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,2,8,972,2582,1,36,516,4,51,1,1,1,79,2,1
s890_no,1,231,38,23,1,1,2,6276,5,947,15,541,1,10,39,664,1,29,1,1,26,2,1,1,1,95,1,1,12,1,2,215,1,282,3,106,117,1,7,1,1,1,1,1,12,5,124,78
s891_CD,1,1,4,1,1,1,156,25,1,1,1,3,1,17076,1,422,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,3,91,1,16,24,2,6,1,1,1,1,1,1
s892_no,1,2,1168,1,121,29,39,7,11,1,1,596,1,27,270,440,1,268,116,1,1,1,1,1,1,447,1,1,1,26,1,7,1,1,1,135,124,1,9,1,3,1,166,1,1,174,1,1
s893_CD,1,2,1755,2,1760,5,2,10,2,2,287,3693,1,18,9,1149,6,2,8,1,1,2,10,2,1,4310,1873,1,1,595,2,10357,1,340,4,6412,4391,1,1016,1,2,266,4,2,1,2316,1,1
s894_CD,1,76,389,6,1,47,202,980,1,2,1,134,1,41,67,2320,1,302,24,1,1,1,3,1,1,6,1,1,1,1,1,2,1,24,4,305,371,184,23,1,3,1,1,1,1,118,1,1
s895_no,49,185,247,1,84,11,1,2155,1,487,3,192,1,2,3,166,1,390,1,1,32,3,1,1,1,41,1,1,1,334,1,157,1,88,1,21,149,1,10,1,167,41,16,18,44,99,261,133
s896_CD,1,2,1,247,22,1,5,1980,1,1,1,414,1,1,40,566,1,851,1,1,1,1,1,4,1,18,2,1,1,19,1,1,1,6,1,27,57,1019,3,1,1,1,2,1,1,11,1,1
s897_CD,1,1,2039,1,16,16,51,1,2,9,7,173,3,197,2,169,1,358,1,1,1,1,1,2,1,17,1,1,1,74,1,9,1,317,8,1229,14,258,46,1,2,9,77,2,1,30,1,1
s898_CD,1,87,153,512,1,5,291,5618,15,6270,1,172,2,79,1,412,1,88,1,1,1,3,1,1,1,1,5,1,1,1,1,1,1,2,4,86,89,1,7,5,50,27,464,14,1,38,1,1
s899_CD,2,24,148,1,1,2,44,6231,2,1128,2,336,1,13,3,3333,1,1,1,1,1,7,1,1,1,2,2,1,1,4,3,1,1,12,3,14,45,1,5,6,2,47,1,2,1,2,23,1
s900_CD,1,3,7,4,1,1,6,31,1,9,1,4,1,7,1,9020,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,7,1,2,1,2,1,1,1,1,1,1,1
s901_CD,1,1047,1427,999,98,13,39,3119,183,2,312,3001,3,208,131,23,1,16,1491,1,1,1,6,1,1,86,1,1,1,32,1,985,1,907,4,228,79,1,130,1,2,1,965,1,17,318,25,1
s902_CD,1,1,1,1,67,1,175,1,1,2,1,1,1,173,2,1993,1,1,1,1,1,1,8,1,1,1,134,1,1,3,1,1,1,1,3,1,5,1094,75,1,39,1,1,1,1,1,1,1
s903_CD,1,117,76,182,1,78,43,4576,1,4732,33,394,1,1030,1,3992,3,2,192,1,1,1,1,1,1,1,1,1,1,1,1,3,1,66,1,78,1036,1,20,44,169,37,1,1,1,1,1,1
s904_CD,1,375,208,75,9,9,5,7364,8,8,9,397,1,5,45,36291,1,60,202,1,1,1,1,3,3,36,1,1,29,1,1,2,1,582,1,175,267,1,3,5,1,1,1,20,101,406,5,182
s905_CD,1,9,211,14,1,4,12,840,1,11,1,28,2,12,3,30305,3,21,6,1,1,1,1,1,1,2,6307,1,2,5,2,2,1,12,1,56,15,3,18,1,5,2,1,1,1,1,2,1
s906_CD,1,7,447,21,1,3,27,452,2,65,5,41,1,18,7,24443,3,175,15,1,1,1,1,4,1,1,3554,1,1,5,5,8,2,14,3,61,33,1,17,3,6,1,1,1,2,5,2,7
s907_CD,2,129,738,4,87,7,10,14955,1,941,39,1639,1,2,46,1764,5,116,3,1,2,1,1,2,1,13,1,1,2,331,1,10,1,1814,1,2626,128,3,3,1,1,1,365,44,1,7,34,2
s908_CD,1,13,104,25,2,2,96,189,1,20,7,67,11,1801,4,24158,5,7,20,1,1,3,2,4,4,1,1,1,2,4,3,9,1,6,2,14,79,1,13,3580,143,14,18,1,1,3,5,1
s909_CD,3,2,120,2,1,11,60,565,1,40,3,122,1,947,18,16959,17,4,1,1,5,1,2,16,1,1,4,1,1,35,2,23,1,27,9,8,125,1,24,2144,58,6,2,1,3,5,2,1
s910_CD,1,652,861,785,35,20,23,12830,2,1368,43,1448,2,36,120,2442,2,193,2160,6,4,1,1,17,11,158,2,1,95,4,2,12,1,1241,1,108,335,13,4,453,9196,1,13,1,12,10,339,328
s911_CD,1,297,5743,2218,1,1,23,14727,26,343,2,1078,1,8,2,27517,1,2716,362,1,1,13,1,5,3,62,1,1,2,1,1,6,2,51,2,1315,102,1,10,38,832,13,4,1,1,19,5,118
s912_CD,1,2,6,4,27,2,573,16452,1,5,1,5,44,1664,4,473,247,1,2,1,1,1,8,6,3,1,19,1,1,18,2,1,1,3,10,3,279,30,28,12,6779,14,6,1,1,3,6,1
s913_no,1,70,72,297,8,3,10,5343,1,104,2,570,1,7,26,29215,928,16,2,1,1,1,1,1,1,9,1,1,1,1,1,33,58,320,1,87,128,1,2,2,2,1,8,1,1,4,5,5
s914_CD,1,263,283,2178,3,4,67,9948,19,5785,6,2885,1,1960,23,1571,1,600,308,1,1,1,1,3,1,189,1,1,1,72,1,134,1,219,3,337,493,68,8,550,1029,68,20,1,4,7,3,397
s915_CD,1,833,415,1006,1,37,3,7646,1,1335,4,248,1,126,44,984,1,94,2,1,1,1,1,1,1,54,1,1,208,1,1,1,1,245,15,38,64,2,4,1,9,4,13,1,1,1,828,49
s916_CD,1,14,18,38,1,3,1,265,1,21,1,52,1,8,7,4536,1,1,1,1,7,1,3,7,1,19,1,1,5,1,1,10,1,23,1,18,15,1,20,1,8,1,1,1,1,1,13,3
s917_CD,1,6,98,1604,11,36,2561,472,4,1094,111,2048,1,2,11,72,1,1815,2434,1,1,1,3,1,3,2,11,1,1,3,1,2,1,21,1,7,112,137,68,1,2,1,8121,1329,1,5,2,3
s918_CD,1,3,943,1,7,1,93,9501,2,4,3,9,2,12,6,1747,69,824,1024,1,1,1,2,3,1552,1,24,1,1,32,1,4,1,9,7,1267,433,4,64,1,1885,1,4432,2150,1,4,2,1
s919_no,1,1,1,1,1,1,1,6,1,2,1,3,1,1,3,5,1,1,2,1,1,1,1,1,1,2,1,1,1,2,3,3,2,2,1,3,2,1,32,1,1,1,1,1,1,1,1,1
s920_CD,1,57,64,178,1,1,1,1222,45,15,72,144,4,2,1,842,16,2,1,1,18,28,1,68,1,31,101,1,2,1,1,1,1,3,1,38,44,1,19,1,290,1,18,1,1,1,2,1
s921_no,29,8,3832,19,704,1,71,670,1,1145,3,1519,4,6,1,14917,2103,74,1,1,1,1,1,2,1,76,31,1,6,1176,5,2,1,22,1,27,216,1308,3,1,4,1,60,7,1,1,8,1
s922_CD,1,30,1398,1015,42,3,11,119,1,334,3,2147,1,50,41,18816,4,87,11,1,1,5,1,1,2,31,15,1,4,18,2,22,1,3,1,395,803,1,10,7,9,1,48,1,1,71,7,1
s923_CD,1,94,118,160,11,14,6,1057,6,362,7,253,1,2,2,4293,45,24,31,1,1,1,1,1,5,15,326,1,25,5,1,1,1,9,16,20,35,15,1,1,1,1,10,1,1,1,63,1
s924_no,1,2,334,3,11,2,77,19166,1,15,3,397,1,1336,11,519,1,1,2,1,1,1,1,29,2,2,8,1,1,25,1,3,1,16,7,9,80,1,82,290,505,21,1,2,1,1,3,2
s925_CD,1,3,6,21,1,1,1293,41,1,5,1,2,1,1061,1,8043,120,1,13,1,1,18,1,1,2,1,59,1,2,1,1,1,1,2,5,1,1232,1,8,1,10693,100,3,2,1,1,1,1
s926_CD,1,11,6,2904,1,7,364,810,1,38,4,31,1,6021,4,11421,7,2,144,1,2,1,1,2,6,6,1,1,1,2,50,6,1,12,76,3,66,2,28,459,4894,23,2,1,1,1,3,10
s927_no,1,3,298,204,4,20,13,7812,1,480,86,330,1,13,1,1038,1,9,16,1,1,1,1,34,16,80,1,1,1,11,1,47,12,8,7,172,78,1,66,2,7,1,1,3,1,57,3,22
s928_CD,1,25,146,2597,6,5,2559,386,1,156,2,2781,3,1416,6,6176,2,8,30,12,3,1,2,1,2,19,7,1,1,2,2,7,4,39,2,11,1204,1,10,8,2,1,6,1,1,1,29,15
s929_CD,1,5,6,2,1,1,273,125,1,30,6,11,10,246,3,2901,246,1,131,1,1,55,1,8,1,4,1,1,1,1,4,3,1,1,11,1,79,1,25,149,1021,17,1,3,1,1,18,1
s930_CD,1,47,43,956,1,6,179,5009,5,154,3,190,87,1416,10,8676,5,11,860,1,1,1,26,118,2,23,1,1,39,2,1,17,2,22,27,13,31,1,237,712,1752,1,6,1,2,1,45,192
s931_no,1,4,77,3306,1255,118,488,16896,32,143,2,4977,1,427,20,4279,2,35,193,1,1,1,2,1,1,87,1,1,1,175,4,1255,4,901,1,3767,2386,1,58,11,188,4,4,1,1,122,2,1
s932_no,1,37,2,49,1,21,1,183,1,91,14,30,1,2,17,16036,117,1,23,1,1,1,1,1,1,1,618,1,7,1,1,39,1,34,1,33,86,1,19,1,1,11,33,4,1,1,32,1
s933_no,1,157,166,9338,1,1,2781,296,16,166,90,120,1,415,32,14130,248,8,21,1,11,21,1,1,1,1,1,1,1,1,21,100,1,49,1,59,92,5,83,1,42,5,23,1,1,9,7,7
s934_CD,1,46,365,1944,1,1,78,6468,1,1799,13,946,1,4591,32,3224,6,34,527,1,6,1,1,1,1,196,1,1,11,1,1,40,1,131,1,18,533,92,3,2606,228,1,15,1,1,2,1,129
s935_no,1,546,612,2,71,63,38,10065,8,2959,43,2491,1,257,33,11,1,140,1,1,1,1,6,2,4,140,1,1,2,16,2,54,1,293,2,100,989,1,19,1,119,3,1,1,1,12,1,1
s936_no,1,4505,2505,3072,3,1,128,17472,21,1671,3,1869,1,4,169,17,2,3,3,1,1,4,1,1,362,31,19,1,5,4,3,3,1,76,15,3,1919,1,23,1,2,1,1363,1,3,477,1371,4
s937_CD,1,563,585,20,2,1,13,8213,2,1423,247,850,1,68,8,72,1,36,1,1,1,3,1,3,1,22,1,1,10,3,2,3,1,106,1,22,132,1,2,8,18,44,7,1,3,4,1,54
s938_CD,1,1,472,2,1,17,1,5911,1,323,5,1773,2,13,17,76,1,22,1,1,22,7,1,1,1,1,1,1,1,1,1,275,1,935,1,50,80,1,1,1,41,1,1,1,1,1,6,2
s939_CD,12,101,111,64,17,48,1,2334,1,510,23,304,1,23,84,380,1,26,113,1,1,1,1,1,1,40,18,1,96,2,1,159,24,160,1,6,244,1,17,1,1,1,23,8,3,1,578,20
s940_CD,1,65,232,774,1,4,1,3406,1,1178,8,203,1,54,12,37,1,17,236,1,1,1,1,1,1,165,1,1,19,1,1,3,1,70,1,28,308,1,3,1,1,1,19,14,1,4,110,34
s941_CD,1,1,224,649,5,2,1,5310,1,44,22,152,1,1,24,52,1,66,1,22,1,7,6,1,1,34,1,1,1,14,1,37,2,78,1,58,114,39,2,1,21,1,10,1,4,11,23,31
s942_CD,1,66,230,1,1,1,1,1798,1,1229,27,412,1,21,15,429,2,22,169,1,1,1,1,1,1,8,1,1,1,1,2,12,140,137,1,167,192,1,10,1,4,1,11,6,1,3,10,41
s943_no,1,77,41,876,1,1,1,5854,1,443,8,316,1,355,1,67,1,51,55,1,1,1,8,1,1,19,1,1,1,23,1,132,44,95,1,65,234,1,1,1,1,1,7,10,4,12,10,65
s944_CD,1,10,34,13,3,3,1,278,1,6,2,51,1,50,4,23929,68,3,11,1,1,10,1,1,2,3,1,1,1,2,4,7,1,12,7,9,5,1,22,14,26,1,1,1,1,14,6,1
s945_CD,1,732,72,2008,1,40,284,10632,1,1118,19,592,14,1358,1,950,6,41,923,1,1,3,1,37,3,625,1,1,467,1,3,1,1,122,7,1,283,1,23,2,1231,1,1,9,1,12,220,2
s946_CD,1,18,150,196,1,92,16,2724,7,500,20,530,1,33,2,183,1,43,275,1,1,1,11,1,2,181,12,1,123,1,1,8,44,628,12,87,522,7,357,2,3,1,48,1,1,1,245,1
s947_no,1,1284,100,359,4,175,1,6191,1,247,6,487,1,8,5,868,1,1,15,57,178,10,1,18,1,160,1,6,1,4,1,682,11,307,1,44,186,112,13,1,1,1,1,1,1,1,705,45
s948_no,9,531,1175,40,19,105,3,1537,5,191,27,597,1,13,46,18,1,12,1,1,2,1,1,1,1,168,1,1,7,1,1,10,11,40,1,24,153,1,4,1,1,1,373,62,5,16,101,138
s949_no,1,4,562,662,1,2,1,11503,1,7,1,1322,1,1,20,90,1,2,1,1,1,2,1,5,1,50,1,1,1,7,15,3,1,47,1,28,338,1,1,1,55,1,6,1,57,18,1,118
s950_CD,1,96,231,319,41,160,4,2244,1,1027,49,386,1,3,51,9,1,38,5,16,96,1,1,1,1,99,1,1,17,15,1,254,48,180,1,77,524,4,3,1,19,1,9,18,1,5,1,131
s951_CD,1,712,1615,288,1,43,6,4773,3,4,42,343,1,49,45,141,1,346,1,1,1,1,1,9,1,146,1,1,34,1,1,3,2,428,1,26,126,1,17,1,1,1,4,16,24,5,279,1
s952_CD,1,1,1306,48,5,39,32,1393,3,143,49,398,1,466,4,92,1,98,18,1,1,1,5,1,1,3,1,1,1,30,1,17,1,356,12,550,89,16,100,18,10,1,3,8,1,17,6,1
s953_no,1,1327,573,868,5,65,25,3468,1,2,14,1040,1,303,30,321,1,50,14,1,1,1,9,27,1,125,1,1,1,13,1,183,1,643,1,17,705,1,91,229,132,4,77,1,130,385,1,1
s954_CD,1,5,3507,20677,1894,1628,2619,33532,1,36,5,4196,5,582,5,4683,31,8,2,1,1,8,9,12,2,1015,1492,1,1,4561,1,4,1,1261,25,492,2015,1706,113,28,226,1,249,1,2,1,3,3
s955_no,1,1,1151,1594,1,15,1,20684,10,21,3,3182,1,6,44,397,1,1,11,1,1,1,1,6,2,282,1,1,1,11,41,3,1,113,1,57,526,1,10,6,24,1,1,1,73,64,2,432
s956_CD,1,2,3,1,1,2,473,3,1,2,1,4,7,135,5,13,11022,1,2,1,1,2,1,1,1,1,1549,1,1,1,1,1,1,4,5,1,5,11790,25,35,1,1,1,2,1,1,2,1
s957_CD,4,20,61,170,1,2,28,2377,1,446,7,188,1,975,1,2898,1,1,142,1,1,1,1,1,1,10,3,1,22,11,11,1,1,45,14,16,21,1,4,18,1020,1,1,11,1,5,3,183
s958_CD,1,15,11,17,1,2,1,144,1,10,2,19,1,53,8,7649,24602,4,2,1,1,1,4,9,2,1,2,1,1,1,4,1,1,10,1,4,6,1,23,4,5,1,1,1,1,1,4,2
s959_CD,1,1,8,74,7,1,1,5955,1,77,1,408,1,122,21,67,1,9,1,1,1,6,1,1,1,33,1,1,1,1,1,87,1,329,1,7,12,1,5,149,16,1,97,1,1,1,17,13
s960_CD,1,2,4,2221,1,1,1,14,1,7,1,5,3,278,2,3583,11,2,1,1,2,3,1,4,1,2,101,2,1,26,1,1,1,1,4,2,4,2,2,61,2,17,105,1,1,1,1,1
s961_CD,1,1,229,14,1,8,143,4738,1,1,1,2188,1,2,1089,1044,45,1,3,1,1,1,2,1,6574,1,405,1,1,10,1,1,2,187,1,452,112,2,35,1,1911,1,43,1,1,108,309,1
s962_CD,1,2,327,2,6,1,749,10322,1,7,1,9,1,434,1,5592,37,3,1,1,1,3,1,1,1,1,1,1,1,839,1,1,18,4,2,2,178,120,21,1,64,46,86,1,1,6,4,443
s963_CD,1,4,16,1983,2,1,16,49,1,8,1,10,1,3362,6,39,5,2,309,1,1,2,1,1,1,1,43,1,1,1,2,3,1,11,9,1,12,64,1,1,6508,1,1,1,1,1,1,1
s964_CD,1,88,18,2923,1,1,17,10419,11,3723,4,454,2,358,4,29,2,6,340,1,1,4,6,145,2,5,1,1,2,1,2,6,1,49,2,77,70,3,49,777,7340,513,26,2,1,1,6,1083
s965_CD,1,1,458,1,148,1,21,5,1,1,2,1515,1,345,21,87,1,15,323,1,1,1,1,7,1,193,1,1,1,67,3,57,1,1153,13,216,511,1,15,109,173,1,2,1,1,553,1,1
s966_CD,1,81,15,1,2,13,1,300,4,1,17,25,1,1,34,8,1,6,32,1,1,1,5,1,1,8,2517,14,1,2,1,54,4,6,2,19,10,4,186,1,1,1,3,1,3,4,1,1
s967_CD,1,1,301,1,6,7,3336,7,1,6,3,205,1,1,7,573,4,1,2,1,1,1,1,1,1,2,175,1,1,4,1,4,1,158,1,73,326,27,3,1,1,1,3,2,1,6,1,1
s968_CD,1,1,7,85,1,2,21,6352,1,9,2,1372,1,34,1,1544,418,2,1,1,3,4,6,4,1,353,3,1,1,1,1,1,1,110,1,4,151,1,13,2,5,25,1,1,1,1,2,849
s969_CD,1,8,5,5,2,1,3009,92,1,15,2,29,1,12470,4,1407,7,2,16,1,1,2,3,19,4,6,1,1,3,1,1,9,1,1,51,1,816,1,42,220,7752,9,1,1,1,1,2,1
s970_CD,1,1,1,747,6,1,153,699,1,59,1,7,7,2365,1,3,1,1,6,1,1,4,4,1,2,1,1,1,1,4,1,1,1,4,22,1,22,1,33,158,1746,1,1,2,1,1,1,1
s971_CD,1,23,99,453,1,1,32,2386,1,608,6,265,1,1403,14,1067,4,31,105,1,1,1,1,1,1,118,1,1,1,1,2,21,1,26,7,1,135,50,8,648,25,1,18,1,1,1,6,94
s972_CD,1,1,7,4,2,2,47,9,1,2,1,30,1,5375,1,4789,15,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,43,3,4,141,635,1,1,1,1,1,1,1
s973_CD,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32,1,1
s974_CD,1,3,618,2,32,1,2,2406,1,4,1,2242,1,25,1,1607,1,1,2,1,1,1,2,1,1,1,1,1,1,65,3,1,1,2,1,1,1,1,93,1,183,1,1,1,1,104,1,1
